Name of Institution,Street Address,City,ZIP Code,County,Georeference
State Employees Federal Credit Union,43 NEW SCOTLAND AVE,ALBANY,12208,Albany,POINT (-73.77386 42.653254)
Cooperative Federal,401 South Avenue,Syracuse,13204,Onondaga,POINT (-76.158885 43.03478)
Bank of America N.A. GA1-006-15-40,329A East 149th Street,Bronx,10451,Bronx,POINT (-73.920463 40.81685)
TD Bank N.A.,175-30 Horace Harding Expy,Fresh Meadows,11365,Queens,POINT (-73.793347 40.738757)
Mid-Hudson Valley Federal Credit Union,3180 ROUTE 9W,SAUGERTIES,12477,Ulster,POINT (-73.952154 42.060565)
"Capital One, N.A.",1995 New Highway,Farmingdale,11735,Nassau,POINT (-73.414824 40.754385)
"JPMorgan Chase Bank, National Association",86 Court Street,Brooklyn,11201,Kings,POINT (-73.991633 40.691215)
TD Bank N.A.,9001 Flatlands Avenue,Brooklyn,11236,Kings,POINT (-73.905984 40.640304)
Maspeth Federal Savings & Loan,64-19 Woodhaven Boulevard,Rego Park,11374,Queens,POINT (-73.866022 40.721015)
Bank of America N.A. GA1-006-15-40,781 Eastern Parkway,Brooklyn,11213,Kings,POINT (-73.942431 40.669621)
Advantage Federal C.U.,1975 BUFFALO ROAD,ROCHESTER,14624,Monroe,POINT (-77.707937 43.147967)
OceanFirst Bank N.A.,655 Third Avenue,New York,10017,New York,POINT (-73.974732 40.750391)
"HSBC Bank USA, National Association",617 Third Avenue,New York,10158,New York,
New York Community Bank,3681 EAST TREMONT AVENUE,BRONX,10465,Bronx,POINT (-73.823044 40.827398)
"Bank of Castile, The",1 Main Street,Gainsville,14066,Wyoming,POINT (-78.146791 42.55995)
Five Star Bank,220 Liberty Street,Warsaw,14536,Wyoming,POINT (-78.137294 42.732177)
People's United Bank,1820 Brentwood Road,Brentwood,11717,Suffolk,POINT (-73.246167 40.778901)
Northwest Savings Bank,2300 Grand Island Boulevard,Grand Island,14072,Erie,POINT (-78.965395 43.024462)
Hudson Valley Credit Union,12 North Avenue,Pleasant Valley,12569,Dutchess,POINT (-73.82473 41.745505)
Dime Community Bank,208 5th Ave,Brooklyn,11215,Kings,POINT (-73.98046 40.676412)
Bank of America N.A. GA1-006-15-40,2200 Penfield Road,Penfield,14526,Monroe,POINT (-77.440206 43.130811)
Tioga State Bank,1430 Upper Front Street,Binghamton,13901,Broome,POINT (-75.889666 42.166035)
Watertown Savings Bank,Jefferson Community College,Watertown,13601,Jefferson,
Horizons Federal Credit Union,3701 Vestal Parkway,Vestal,13850,Broome,POINT (-75.983456 42.096477)
"JPMorgan Chase Bank, National Association",1640 86th Street,Brooklyn,11214,Kings,POINT (-74.006166 40.609388)
Wells Fargo ATM,5080 Xavier Drive,Yonkers,10704,Westchester,POINT (-73.852378 40.928229)
Wells Fargo ATM,625 8th Avenue,New York,10018,New York,POINT (-73.990558 40.756177)
TD Bank N.A.,211 Montague Street,Brooklyn,11201,Kings,POINT (-73.990764 40.693841)
"JPMorgan Chase Bank, National Association",26 Astor Place,New York,10003,New York,POINT (-73.991244 40.729817)
TD Bank N.A.,1709 Third Avenue,New York,10128,New York,POINT (-73.949211 40.785353)
Manufacturers and Traders Trust Company,2195 Harlem Road,Cheektowaga,14225,Erie,POINT (-78.784019 42.903499)
Citibank N. A.,1050 Franklin Avenue,Garden City,11530,Nassau,POINT (-73.636221 40.731091)
Hudson Valley Credit Union,45 Reade Place,Poughkeepsie,12601,Dutchess,POINT (-73.935723 41.694567)
Citizens Bank,1300 Ulster Avenue,Kingston,12401,Ulster,POINT (-73.988783 41.969368)
TD Bank N.A.,Route 9W & Samsondale Plaza,West Haverstraw,10993,Rockland,POINT (-73.985019 41.207851)
"JPMorgan Chase Bank, National Association",413 86TH ST,BROOKLYN,11209,Kings,POINT (-74.028006 40.622577)
Sterling National Bank of New York,955 Hempstead Turnpike,Franklin Square,11010,Nassau,POINT (-73.675445 40.707407)
Citibank N. A.,2261 Broad Hollow Road,East Farmingdale,11735,Nassau,POINT (-73.42203 40.752875)
Manufacturers and Traders Trust Company,830 Eighth Avenue,New York,10019,New York,POINT (-73.985985 40.762464)
Bank of Millbrook,131 MILLBROOK SCHOOL ROAD,MILLBROOK,12545,Dutchess,POINT (-73.617992 41.846097)
"Capital One, N.A.",Chelsea Piers #62,New York,10011,New York,
Manufacturers and Traders Trust Company,6 State Street,Nunda,14517,Livingston,POINT (-77.942624 42.579655)
Manufacturers and Traders Trust Company,Main Street and Union Road,Amh,14221,Erie,POINT (-78.753768 42.83349)
Northwest Savings Bank,55 East Avenue,Lockport,14094,Niagara,POINT (-78.686407 43.171432)
Apple Bank For Savings,345 SEVENTH AVENUE,NEW YORK,10012,New York,POINT (-73.992709 40.74816)
"Key Bank, National Association",973 Main Street,Buffalo,14203,Erie,POINT (-78.869677 42.900066)
"JPMorgan Chase Bank, National Association",2 New Hempstead Road,New City,10956,Rockland,POINT (-73.990147 41.148127)
PCSB Bank,804 Route 9,Fishkill,12524,Dutchess,POINT (-73.90223 41.542405)
Pathfinder Bank,6194 State Route 31,Cicero,13039,Onondaga,POINT (-76.092313 43.176657)
"Key Bank, National Association",6570 Kinne Road,Dewitt,13214,Onondaga,POINT (-76.065906 43.042767)
Visions Federal Credit Union,1130 Main Street East,Rochester,14609,Monroe,POINT (-77.58199 43.161971)
Valley National Bank,6920 80th Street,Middle Village,11379,Queens,POINT (-73.870228 40.709556)
CFCU Community Credit Union,203 EAST SENECA STREET,ITHACA,14850,Tompkins,POINT (-76.49638 42.440475)
Peoples Alliance Federal Credit Union,"JFK Cargo Area A, Building 14",Jamaica,11430,Queens,
Manufacturers and Traders Trust Company,135 Hamburg Street,East Aurora,14052,Erie,POINT (-78.631446 42.764952)
Empower Federal Credit Union,1928 Genesee Street,Utica,13505,Oneida,POINT (-75.260986 43.086754)
People's United Bank,26 South Route 9W,West Haverstraw,10993,Rockland,POINT (-73.985122 41.208152)
Bank of America N.A. GA1-006-15-40,215 West 125th Street,New York,10027,New York,POINT (-73.949197 40.809342)
"Community Bank, N.A.",4196 Bolivar Road,Wellsville,14895,Allegany,POINT (-77.967842 42.126401)
Steuben Trust Company,36 West Dyke Street,Wellsville,14895,Allegany,POINT (-77.941787 42.116412)
"JPMorgan Chase Bank, National Association",249 North Main Street,Minoa,13116,Onondaga,POINT (-76.00086 43.077908)
"JPMorgan Chase Bank, National Association",192 Smith Street #194,Brooklyn,11201,Kings,POINT (-73.99154 40.685116)
TD Bank N.A.,196-41 Northern Boulvard,Flushing,11358,Queens,
Dime Community Bank,5003 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99285 40.634316)
Santander Bank,475 Forest Avenue,Staten Island,10301,Richmond,POINT (-74.105309 40.630623)
Chemung Canal Trust Company,628 West Church Street,Elmira,14905,Chemung,POINT (-76.821715 42.085873)
Citibank N. A.,65 Main Street,Hastings-on-Hudson,10706,Westchester,POINT (-73.879786 40.994246)
"Key Bank, National Association",72 Mohawk Street,Cohoes,12047,Albany,POINT (-73.700222 42.775533)
Manufacturers and Traders Trust Company,1100 Route 55,Lagrangeville,12540,Dutchess,POINT (-73.802632 41.672076)
State Employees Federal Credit Union,598 Main Street,Buffalo,14202,Erie,POINT (-78.872958 42.890287)
Teachers Federal Credit Union,5000 Corporate Drive,Holtsville,11742,Suffolk,
Citibank N. A.,128 Hofstra University,Hempstead,11550,Nassau,POINT (-73.599606 40.716388)
First National Bank of Scotia,120 Erie Boulevard,Schenectady,12301,Schenectady,POINT (-73.9484 42.812123)
Trustco Bank N.A. CTF,1350 Gerling Street,Schenectady,12308,Schenectady,POINT (-73.909942 42.823647)
Citibank N. A.,1105 Old Country Road,Plainview,11803,Nassau,POINT (-73.466111 40.776359)
TD Bank N.A.,125 State Street,Albany,12207,Albany,POINT (-73.755159 42.651111)
Jeff Bank,19 Forestburgh Road,Monticello,12701,Sullivan,POINT (-74.695844 41.655941)
Advantage Federal C.U.,321 NEW CAMPUS DRIVE,BROCKPORT,14420,Monroe,POINT (-77.950907 43.209144)
"JPMorgan Chase Bank, National Association",4169 Elmcrest Road,Liverpool,13090,Onondaga,POINT (-76.225923 43.135969)
"JPMorgan Chase Bank, National Association",20 North Broadway,Nyack,10960,Rockland,POINT (-73.918083 41.091694)
Trustco Bank N.A. CTF,33-35 Center St,Ardsley,10502,Westchester,POINT (-73.845441 41.012231)
"JPMorgan Chase Bank, National Association",162 Fifth Avenue,New York,10010,New York,POINT (-73.990394 40.740466)
Trustco Bank N.A. CTF,193 Hudson Avenue -- Route 66,Chatham,12037,Columbia,POINT (-73.603811 42.349922)
Lake Shore Savings Bank,59 Main Street,Hamburg,14075,Erie,POINT (-78.831677 42.716007)
Municipal Credit Union,357 East 149th Street,Bronx,10455,Bronx,POINT (-73.919372 40.816577)
Visions Federal Credit Union,4400 Vestal Parkway East,Binghamton,13902,Broome,
Manufacturers and Traders Trust Company,10 Slade Avenue,West Seneca,14220,Erie,POINT (-78.788119 42.829642)
Bank of America N.A. GA1-006-15-40,1502 Kings Highway,Brooklyn,11229,Kings,POINT (-73.958224 40.608781)
Five Star Bank,6948 Cato Street,Pavilion,14525,Genesee,POINT (-78.023184 42.875437)
Citibank N. A.,550 Hunts Point Avenue,Bronx,10474,Bronx,POINT (-73.882764 40.811558)
Manufacturers and Traders Trust Company,218 Saw Mill River Road,Elmsford,10523,Westchester,POINT (-73.814418 41.062875)
Bank of America N.A. GA1-006-15-40,25 Deshon Boulevard,Melville,11747,Suffolk,POINT (-73.409662 40.76278)
Northern Federal Credit Union,256 E Orvis Street,Massena,13662,St. Lawrence,POINT (-74.878248 44.932319)
"JPMorgan Chase Bank, National Association",41-22 Bell Boulevard,Bayside,11361,Queens,POINT (-73.770683 40.763022)
"NBT Bank, National Association",1 Madison St,Hamilton,13346,Madison,POINT (-75.544306 42.827146)
Glens Falls National Bank & Trust Company,1080 Route 9,Schroon Lake,12870,Saratoga,POINT (-73.761969 43.835991)
ESL Federal Credit Union,1610 Penfield Road,Penfield,14625,Monroe,POINT (-77.495514 43.134732)
Citibank N. A.,704 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.867097 40.865438)
Banco Popular North America,1170 Castle Hill Avenue,Bronx,10462,Bronx,POINT (-73.850977 40.831651)
Manufacturers and Traders Trust Company,4726 Onondaga Boulevard,Syracuse,13219,Onondaga,POINT (-76.190979 43.033144)
Manufacturers and Traders Trust Company,1568 ROUTE 9,WAPPINGERS FALLS,12590,Dutchess,POINT (-73.91038 41.595652)
"JPMorgan Chase Bank, National Association",55 West 125th Street,New York,10027,New York,POINT (-73.944303 40.807277)
TD Bank N.A.,3755 East Tremont Avenue,Bronx,10465,Bronx,POINT (-73.821419 40.825975)
Evans National Bank,45 South Main Street,Fairport,14450,Monroe,POINT (-77.44194 43.100178)
"Capital One, N.A.",530 North Broadway,White Plains,10603,Westchester,POINT (-73.770326 41.051727)
"JPMorgan Chase Bank, National Association",10-51 Jackson Avenue,Queens,11101,Queens,POINT (-73.952857 40.742402)
Sterling National Bank of New York,61 South Broadway,Yonkers,10701,Westchester,POINT (-73.898847 40.931599)
Manufacturers and Traders Trust Company,540 Hooper Road,Endwell,13760,Broome,POINT (-76.018996 42.119121)
"Capital One, N.A.",911 Central Park Avenue,Scarsdale,10583,Westchester,POINT (-73.820827 40.993063)
Apple Bank For Savings,151 East Sunrise Highway,North Lindenhurst,11757,Suffolk,POINT (-73.374629 40.703697)
"JPMorgan Chase Bank, National Association",999 Middle Country Road,Selden,11784,Suffolk,POINT (-73.048962 40.863712)
"Key Bank, National Association",65 Court Street,Binghamton,13901,Broome,POINT (-75.912259 42.098674)
Ponce Bank,37-60 82nd Street,Jackson Heights,11372,Queens,POINT (-73.884026 40.748084)
Citibank N. A.,200 Park Avenue,New York,10166,New York,POINT (-73.976907 40.754153)
Buffalo Metropolitan Federal CU,65 Niagara Square,Buffalo,14202,Erie,POINT (-78.878773 42.886531)
Trustco Bank N.A. CTF,215 Guideboard Road,Halfmoon,12065,Saratoga,POINT (-73.739029 42.838039)
"Key Bank, National Association",380 State Route 3,Plattsburgh,12901,Clinton,POINT (-73.48522 44.696936)
"JPMorgan Chase Bank, National Association",2540 Broadway,New York,10025,New York,POINT (-73.972257 40.793832)
"Commerce Bank, N.A.",428 West 59th Street,New York,10019,New York,POINT (-73.985409 40.7695)
"JPMorgan Chase Bank, National Association",128 East Fordham,Bronx,10468,Bronx,POINT (-73.898168 40.862357)
"Capital One, N.A.",700 Saint Nicholas Avenue,New York,10031,New York,POINT (-73.944608 40.824263)
"Key Bank, National Association",3 Maple Road,Voorheesville,12186,Albany,POINT (-73.924475 42.64965)
Manufacturers and Traders Trust Company,3175 Chili Avenue,Chili,14624,Monroe,POINT (-77.745759 43.107339)
"Community Bank, N.A.",70 Fall Street,Seneca Falls,13148,Seneca,POINT (-76.79738 42.910398)
TD Bank N.A.,8206 Fifth Avenue,Brooklyn,11209,Kings,POINT (-74.024806 40.62419)
"Key Bank, National Association",51 East 4th Street,Dunkirk,14048,Chautauqua,POINT (-79.332616 42.483406)
Wells Fargo ATM,1098 Main Street,Fishkill,12524,Dutchess,POINT (-73.902571 41.535543)
Pioneer Savings Bank,184 Delaware Avenue,Delmar,12054,Albany,POINT (-73.812967 42.628841)
Citibank N. A.,1345 Avenue of the Americas,New York,10105,New York,
"JPMorgan Chase Bank, National Association",386 Park Avenue South,New York,10016,New York,POINT (-73.984458 40.742876)
Generations Bank,13858 Route 31,Albion,14411,Orleans,POINT (-78.173168 43.241407)
Manufacturers and Traders Trust Company,903 Montauk Highway,Bayport,11705,Suffolk,POINT (-73.047992 40.748062)
Investors Bank,108-01 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.843438 40.721436)
Hudson Valley Credit Union,1620 Route 22,Brewster,10509,Putnam,POINT (-73.577186 41.428644)
Santander Bank,2168 White Plains Road,Bronx,10462,Bronx,POINT (-73.86769 40.855459)
Citizens Bank,800 Paul Road,Rochester,14624,Monroe,POINT (-77.748618 43.105927)
Bank of America N.A. GA1-006-15-40,3080 Middle Country Road,Lake Grove,11755,Suffolk,POINT (-73.123267 40.861647)
"Key Bank, National Association",450 North Union Street,Olean,14760,Cattaraugus,POINT (-78.429873 42.082942)
Cornerstone Community FCU,6485 South Transit Road,Lockport,14094,Niagara,POINT (-78.696883 43.114447)
Bank of America N.A. GA1-006-15-40,2820 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.115932 40.564236)
AmeriCU Credit Union,4865 West Seneca Turnpike,Syraucse,13215,Onondaga,POINT (-76.180013 43.005516)
Manufacturers and Traders Trust Company,1580 Hertel Avenue,Buffalo,14216,Erie,POINT (-78.849424 42.947631)
Apple Bank For Savings,33 Mamaroneck Avenue,White Plains,10601,Westchester,POINT (-73.766163 41.031411)
Bethpage Federal Credit Union,170 Fulton Avenue,Hempstead,11550,Nassau,POINT (-73.629333 40.70745)
"JPMorgan Chase Bank, National Association",74-03 Metropolitan Avenue,Queens,11379,Queens,POINT (-73.878109 40.712859)
"Capital One, N.A.",750 Columbus Avenue,New York,10025,New York,POINT (-73.967262 40.793209)
"Capital One, N.A.",422 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.656734 40.753502)
Bank of Hope,162-05 Crocheron Avenue,Flushing,11358,Queens,POINT (-73.803186 40.76252)
Citibank N. A.,153-16 10th Avenue,Whitestone,11357,Queens,POINT (-73.807523 40.79333)
Investors Bank,1200 Forest Avenue,Staten Island,10310,Richmond,POINT (-74.129912 40.626446)
Summit Bank,Jerusalem Road and Meadowbrook,Uniondale,11553,Nassau,POINT (-73.596033 40.701022)
Manufacturers and Traders Trust Company,9013 Main Street,Rushford,14777,Erie,POINT (-78.251867 42.392327)
Five Star Bank,65 Elizabeth Blackwell Street,Geneva,14456,Ontario,POINT (-76.980735 42.865194)
Investors Bank,58-23 Myrtle Avenue,Ridgewood,11385,Queens,POINT (-73.900493 40.700505)
Hudson Valley Credit Union,6740 Route 9,Rhinebeck,12572,Dutchess,POINT (-73.900575 41.948611)
"JPMorgan Chase Bank, National Association",157 Birch Hill Road,Locust Valley,11560,Nassau,POINT (-73.596939 40.878101)
"JPMorgan Chase Bank, National Association",2159 Fairport Nine Mile Point Road,Fairport,14450,Monroe,POINT (-77.441281 43.129238)
TD Bank N.A.,105 East Central Avenue,Pearl River,10965,Rockland,POINT (-74.017037 41.05947)
Amerasia Bank,41-06 Main Street,Flushing,11355,Queens,POINT (-73.829466 40.757991)
BCB Community Bank,354 NEW DORP LANE,STATEN ISLAND,10306,Richmond,POINT (-74.110854 40.571063)
Citibank N. A.,99 Garnsey Road,Pittsford,14534,Monroe,POINT (-77.464738 43.053093)
"JPMorgan Chase Bank, National Association",500 Ashford Avenue,Ardsley,10502,Westchester,POINT (-73.847228 41.011742)
"Flushing Bank, FB",661 Hillside Avenue,New Hyde Park,11040,Nassau,POINT (-73.697298 40.7411)
Teachers Federal Credit Union,50-24 Queens Blvd,Woodside,11377,Queens,POINT (-73.914148 40.74245)
"Key Bank, National Association",14 Main Street,Hoosick Falls,12090,Rensselaer,POINT (-73.350608 42.901391)
Ridgewood Savings Bank,25-29 Parsons Boulevard,Flushing,11354,Queens,POINT (-73.824528 40.775442)
"Capital One, N.A.",764 White Plains Road,Scarsdale,10583,Westchester,POINT (-73.803412 40.973927)
Bank of America N.A. GA1-006-15-40,7864 Transit Road,Williamsville,14221,Erie,POINT (-78.696935 42.985481)
"JPMorgan Chase Bank, National Association",805 Port Washington Boulevard,Port Washington,11050,Nassau,POINT (-73.68339 40.827517)
Suffolk Federal Credit Union,210 Center Drive,Riverhead,11901,Suffolk,POINT (-72.672996 40.910167)
Tompkins Trust Company,1012 Ellis Hollow Road,Ithaca,14850,Tompkins,POINT (-76.463083 42.435941)
Trustco Bank N.A. CTF,104 Merchant Plaza,Cobleskill,12043,Schoharie,POINT (-74.457735 42.680957)
TD Bank N.A.,3560 Veterans Memorial Highway,Bohemia,11716,Suffolk,POINT (-73.120299 40.786762)
Apple Bank For Savings,44 Lee Avenue,Brooklyn,11211,Kings,POINT (-73.960564 40.706274)
"Capital One, N.A.",320 Park Avenue,New York,10022,New York,POINT (-73.973845 40.757556)
Apple Bank For Savings,1973 86th Street,Brooklyn,11214,Kings,POINT (-73.998717 40.604886)
People's United Bank,746 Montauk Highway,Montauk,11954,Suffolk,POINT (-71.944183 41.034663)
Bethpage Federal Credit Union,33 Gerard Street,Huntington,11743,Suffolk,POINT (-73.426572 40.872478)
New York Community Bank,1100 HYLAN BOULEVARD,STATEN ISLAND,10305,New York,POINT (-74.078916 40.598454)
Manufacturers and Traders Trust Company,115 Sourth Ridge Street,Rye Brook,10573,Westchester,
"JPMorgan Chase Bank, National Association",42 West Main Street,Smithtown,11787,Suffolk,POINT (-73.195901 40.854846)
Empire Federal Credit Union,31 E. Genesee Street,Baldwinsville,13027,Oswego,POINT (-76.329092 43.158944)
Citizens Bank,265 Osborne Road,Loudonville,12211,Albany,POINT (-73.775497 42.706837)
Seneca Savings,7799 OSWEGO ROAD,LIVERPOOL,13090,Onondaga,POINT (-76.23003 43.148659)
Citibank N. A.,974 Third Avenue,New York,10022,New York,POINT (-73.966829 40.761214)
"JPMorgan Chase Bank, National Association",220 West Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.520625 40.806286)
"Key Bank, National Association",1308 Washington Street,Watertown,13601,Jefferson,POINT (-75.913912 43.958057)
Banco Popular North America,2095 Ralph Avenue,Brooklyn,11234,Kings,POINT (-73.917899 40.626155)
Salisbury Bank and Trust Company,275 Main Street,New Paltz,12561,Ulster,POINT (-74.068609 41.742284)
